date,city,permit_type,permit_number,address,description
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-075790 MP,3101 1/2 NEAL ST,ePlan: Residential Expedited Review - New construction of a 3-Story Single Family Res. [4bed 3bath] with Attached Carport. 3101 1/2 Neal St
2025-12-08T00:00:00.000,Austin,Electrical Permit,2025-019484 EP,2409 LA CASA DR BLDG 1,BLDG 1: New 3 story SFR construction with 2 bedrooms 3.5 bath and attached carport.
2025-12-08T00:00:00.000,Austin,Electrical Permit,2025-150089 EP,5218 MONARDA MINT DR,Fentress 2982-TR201-L New 2-Story Single Family Residence with (4) bedrooms (2.5) bathrooms Attached Garage Covered Porch Cafe & Loft
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2024-073858 MP,5012 E 7TH ST,CHANGE OF USE from Restaurant/Gymnasium to Personal Use and New Single Story 640 Square Feet Shipping Structure to be used as a Hair Salon   Extended 12/4/24 rb
2025-12-08T00:00:00.000,Austin,Building Permit,2025-153303 BP,11107 GRAPEVINE LN,addition and remodel - punch through crawl space to build out new basement space adding exterior covered decking and pool
2025-12-08T00:00:00.000,Austin,Building Permit,2025-146899 BP,1206 E 52ND ST BLDG B UNIT 202,Interior renovation of five units in a multi-family buildings. Construct fire rated partitions between units. Convert existing tubs to showers replace all existing counter tops cabinets and fixtures and equipment with new.    [7 Day Review - Multi-Apps. (5)]
2025-12-08T00:00:00.000,Austin,Building Permit,2025-149972 BP,8309 SILHOUETTE ST,ePlan: Residential Expedited Review:  Garage conversion.  1 parking space in existing 3-car garage is to be converted to a bedroom/playroom.
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-153993 PP,2601 TOWY RD,Install Irrigation system
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-057033 MP,1302 MORGAN LN BLDG 2,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [2bed 2.5bath]. Bldg 2
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-147900 MP,9500 DESSAU RD UNIT 1024,Replacement of complete existing central heat and air system with or without duct work
2025-12-08T00:00:00.000,Austin,Electrical Permit,2025-150913 EP,9513 ARGYLE DR,new 60 amp 240 volt line to power 48 amp tesla wall connector (hardwired) from 200amp service panel.
2025-12-08T00:00:00.000,Austin,Electrical Permit,2023-085434 EP,709 W MILTON ST,Detached 1-story cabana [1bath]
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2015-112471 PP,10804 RUSH RD,Install new irrigation system to res.
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-153491 MP,5203 DRY WELLS RD,Replacement of complete existing central heat and air system with or without duct work
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-061287 MP,301 WEST AVE UNIT 120,Interior Remodel of Existing Office to include Access Control System for Unit 120
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-147902 MP,9500 DESSAU RD UNIT 1322,Replacement of complete existing central heat and air system with or without duct work
2025-12-08T00:00:00.000,Austin,Building Permit,2025-148768 BP,2901 S CAPITAL OF TEXAS HWY NB UNIT E03,Interior Non Structural Demolition
2025-12-08T00:00:00.000,Austin,Driveway / Sidewalks,2025-145171 DS,3411 BRIDLE PATH,Construct new driveway approach of 16 FT and Curb/Gutter of 20 FT.  No sidewalk inspection per plan review.
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2024-164976 MP,4812 CASWELL AVE BLDG A,Scope of work only pertains to Unit A. Adding a new Master bedroom with full bathroom increasing living and adding new office. Reducing driveway sq ft.
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-152328 PP,1123 GUNTER ST,Replacement of an existing water heater Navien tankless water heater change out    1123 1/2 Gunter Street Austin TX 78702 USA (937) 654-8647
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-154473 PP,2604 DERWENT DR,Plumbing for New Construction of SFR in the ETJ 1551 sq ft   Ref: 2025-151038 W          2025-151731 WW
2025-12-08T00:00:00.000,Austin,Electrical Permit,2025-128604 EP,2503 E 18TH ST,New Autofill Pool with plumbing permit
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-145617 PP,2903 HILLVIEW RD,Interior Remodel  addition to existing residence new detached garage with dwelling unit above
2025-12-08T00:00:00.000,Austin,Electrical Permit,2025-153655 EP,4601 LAVA ISLAND DR,temporary tpole for new construction for cascades at oc
2025-12-08T00:00:00.000,Austin,Driveway / Sidewalks,2025-145140 DS,3004 SORIN ST,Construct new driveway approach of 16 FT and sidewalk of 22.6 LF. Driveway approach is from alley.
2025-12-08T00:00:00.000,Austin,Electrical Permit,2025-122981 EP,2000 RIVERSIDE FARMS RD BLDG MC1,MC1 7 UNITS 2022-087556EP     2022-082165EP 2022-111379EP      2022-111382EP UNIT #- 4101 3101 2101 2102 1101 1102 HP1
2025-12-08T00:00:00.000,Austin,Building Permit,2025-154959 BP,8909 PEDAL BOAT DR,New 1-story single family residence 3 bed/2.5 bath attached garage covered porch and patio Green building
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-151066 MP,4411 SPICEWOOD SPRINGS RD UNIT 109,Replacement of complete existing central heat and air system with or without duct work
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-100797 PP,4509 LAVA ISLAND DR,Abilene S402 B Right New - 1 Story SFR w/ 3 bedrooms 2 bathrooms attached 2 car garage covered entry porch and patio required parking: 2.
2025-12-08T00:00:00.000,Austin,Driveway / Sidewalks,2025-091170 DS,4101 MENCHACA RD,Construct new driveway approach of 24 FT and sidewalk of 70 LF and curb & gutter of 25 FT.    Inspection paid through 2024 087982 000 00 SSI
2025-12-08T00:00:00.000,Austin,Building Permit,2025-150926 BP,8317 CROSS PARK DR,Upgrade AT&T equipment on an existing colocation rooftop
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-145794 PP,6601 MITRA DR,Replacement of an existing water heater 40-gal GAS Water heater changeout like for like
2025-12-08T00:00:00.000,Austin,Electrical Permit,2025-154851 EP,5900 MOUNTAINCLIMB DR BLDG B,plug for water heater
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2024-084947 MP,2405 RIDGEVIEW ST,Preserve and renovate existing house and add connected addition.  Run existing elect service underground Redo driveway front steps and beck deck.  Preserve and renovate existing house and add connected addition redo driveway front entry steps and back deck pay fee instead of sidewalk installation
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-153488 MP,12325 LOS INDIOS TRL UNIT 15,Replacement of complete existing central heat and air system with or without duct work
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2024-003456 MP,7051 MEADOW LAKE BLVD BLDG 15,New Construction of Multi-Family Bldg. #15
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-154479 PP,4201 TURKEY CREEK DR,Replacement of an existing water heater Gallon Water Heater Install in Attic.
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-153970 MP,10502 SCHOOL HOUSE LN,Replacement of complete existing central heat and air system with or without duct work
2025-12-08T00:00:00.000,Austin,Driveway / Sidewalks,2025-142350 DS,1409 CEDAR AVE,Demo sidewalk and construct new sidewalk of 17 LF sidewalk.
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-151057 MP,2011 E 6TH ST BLDG 4 UNIT 4201,Replacement of complete existing central heat and air system with or without duct work
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-117331 PP,4601 LAVA ISLAND DR,Falcon S404 C Left New - 2 Story SFR w/ 4 bedrooms 2.5 bathrooms attached 2 car garage covered entry porch and patio required parking: 2.
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-152976 MP,3921 LEAFIELD DR,Interior remodel reconfiguring master bathroom adding kitchen island adding outdoor patio and pergola.
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-143630 PP,4304 SMALL DR,Replacement of an existing water heater 40-gal GAS water heater changeout like for like
2025-12-08T00:00:00.000,Austin,Electrical Permit,2025-148654 EP,8101 ASMARA DR,Replace existing 200A panel with new 200A.  Update grounding and bonding.  Install surge protection.  Replace meter base with 200A AE approved base.
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-153942 PP,206 E 34TH ST,SEWER YARD LINE REPLACEMENT
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-154075 PP,1207 KINNEY AVE,Replacement of an existing water heater new rheem 50 gallon natural gas tank power vent water heater. change out   1207 Kinney Avenue #B Austin TX 78704
2025-12-08T00:00:00.000,Austin,Electrical Permit,2025-152100 EP,13820 CEYLON TEA CIR,Requesting this permit to perform a meter can upgrade
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-154533 MP,6307 BLUFF SPRINGS RD UNIT 2111,Replacement of complete existing central heat and air system with or without duct work
2025-12-08T00:00:00.000,Austin,Building Permit,2025-154858 BP,11001 LAKELINE BLVD BLDG 1 UNIT 300,Interior non structural demolition
2025-12-08T00:00:00.000,Austin,Electrical Permit,2025-138708 EP,13001 HARRIS RIDGE BLVD BLDG PUMP,Install new 200 amp 3 phase service for retention pond.
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-154773 PP,6400 STOCKMAN DR BLDG 3,irrigation install
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-151062 MP,8700 BRODIE LN BLDG 2 UNIT 232,Replacement of complete existing central heat and air system with or without duct work
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-151796 PP,8308 BRIARWOOD LN,Replacement of an existing water heater REPLACE 40-GAL GAS WATER HEATER with INSIDE INTERIOR CLOSET.
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-152970 MP,2324 S LAMAR BLVD UNIT 110,Interior Remodel (Mechanical Scope Only) to an Existing Retail Space - Suite 110
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-152857 PP,1614 STRICKLAND DR,Replacement of an existing water heater Standard 50 Gal Electric Water Heater change out   1614 Strickland Drive Austin TX 78748
2025-12-08T00:00:00.000,Austin,Building Permit,2025-145580 BP,1429 BERKSHIRE DR,Express: Replace 8 windows (like for like)
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-154776 PP,6400 STOCKMAN DR BLDG 2,irrigation install
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-152094 PP,4503 PLACID PL,Replacement of an existing water heater Replace 29gal gas water heater Tall in Garage Closet
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-151949 PP,12430 ZELLER LN,Replacement of an existing water heater REPLACE 50-GAL GAS WATER HEATER IN GARAGE
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-151117 MP,3906 LAGUNA VISTA CV,Replacement of complete existing central heat and air system with or without duct work Also includes supply and return air plenums.
2025-12-08T00:00:00.000,Austin,Building Permit,2025-155037 BP,9305 SPRING HOLLOW DR,New pool concrete decking removal of wood deck  336 sf  pool
2025-12-08T00:00:00.000,Austin,Building Permit,2025-155514 BP,4804 PALISADE DR,Express- Replacing 12 windows and 2 sliding doors like for like
2025-12-08T00:00:00.000,Austin,Electrical Permit,2025-153740 EP,11919 LA BARZOLA BND,Request to Disconnect Install a meter collar on an AE meter base behind the AE meter as part of an ESS I will be installing.  Installation involves reconfiguring existing solar BOS components so I will need access to the PV meter as well.
2025-12-08T00:00:00.000,Austin,Building Permit,2025-154503 BP,2657 WINDING BROOK DR,Express- Existing foundation repair as per scope of work attached
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-153448 MP,7522 MEADOWVIEW LN,Replacement of complete existing central heat and air system with or without duct work
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-154408 PP,1310 LBJ WAY UNIT FW1,REF 2024-084740 BP roughly 10 ft water on the domestic  rougly 16 LF sanitary sewer
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-154612 PP,7814 ELLA LEE LN,Installing a new irrigation system
2025-12-08T00:00:00.000,Austin,Electrical Permit,2025-019486 EP,2409 LA CASA DR BLDG 3,BLDG 3: New 3 story SFR construction with 2 bedrooms 3.5 bath and attached carport.
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-153481 MP,2302 RUNDELL PL,Replacement of complete existing central heat and air system with or without duct work
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-145061 MP,2011 E 6TH ST BLDG 7 UNIT 7110,Replacement of complete existing central heat and air system with or without duct work
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-151160 PP,2514 WOOLDRIDGE DR,Total demo of SFR 6083 sq ft circa 1938  ***The building shall not be demolished until after the contractor has fulfilled the neighbor notification requirements outlined in Steps 5 & 6 of the Demolition webpage.***
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-154484 PP,13402 UNDERBANK RD,Plumbing for New Construction of SFR in the ETJ 1950 sq ft   Ref:  2025-151245 W           2025-151741 WW
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-057034 MP,1302 MORGAN LN BLDG 3,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [3bed 3bath] with attached Garage/Carport. Bldg 3
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-146740 PP,10712 DESERT WILLOW LOOP,Replacement of an existing water heater 50-gal GAS water heater changeout like for like
2025-12-08T00:00:00.000,Austin,Building Permit,2025-146902 BP,1206 E 52ND ST BLDG B UNIT 205,Interior renovation of five units in a multi-family buildings. Construct fire rated partitions between units. Convert existing tubs to showers replace all existing counter tops cabinets and fixtures and equipment with new.    [7 Day Review - Multi-Apps. (5)]
2025-12-08T00:00:00.000,Austin,Electrical Permit,2025-148618 EP,8300 SUMMER PLACE DR,*Partial Demo* Interior remodel
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-085829 MP,1012 BRICKELL LOOP UNIT B,*Green Building* (Unit B/14) New construction of attached condo (duplex) with 3 beds 2.5 baths and attached 2 car garage each  PUD
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-081539 PP,1910 ALEGRIA RD,Cap off of Water & Wastewater for a Total Demo of SFR 1884 sqft circa 1948
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-153625 PP,12124 CANTABRIA RD,Installing a new irrigation system
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2024-164051 PP,200 W SLAUGHTER LN UNIT 130,Tenant Finish Out for Dental Office for Suite 103
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-096106 PP,2308 HOLLY ST,Interior Remodel (full scope on app)
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2024-003457 MP,7051 MEADOW LAKE BLVD BLDG 16,New Construction of Multi-Family Bldg. #16
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-133933 MP,2811 E 5TH ST UNIT B,Change of use from warehouse to artist workshop and tenant finish out
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-144123 PP,9216 CALVERT WAY,*Green Building* New 2-story 4 bedroom 4.5 bathroom single family residence with attached garage covered front porch and rear covered patio.
2025-12-08T00:00:00.000,Austin,Electrical Permit,2025-152657 EP,408 CLOVER CT,we are requesting our temporary t pole or temporary power to continue with our 3 house project on this property@ 408 Clover Court Ref 2025-110307 BP
2025-12-08T00:00:00.000,Austin,Electrical Permit,2025-153744 EP,2406 EUCLID AVE BLDG MC1,install service for new construction houses that AE is requiring the service to be permitted seperately. Ref: 2024-073287-BP
2025-12-08T00:00:00.000,Austin,Building Permit,2025-153147 BP,12342 HUNTERS CHASE DR BLDG 8,Hunters Chase Apartments - Building 8 - Foundation Repair - Installing 27 Exterior Pillings
2025-12-08T00:00:00.000,Austin,Electrical Permit,2025-105803 EP,2003 GREENWOOD AVE BLDG 3,ePlan: Residential Expedited Review - New THREE UNIT RES. New construction of MODULAR a 1-Story Single Family Res. [2bed 2bath]
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-146892 PP,9624 BREEZE HILL DR,*Green Building* New 2-story 4 bedroom 4.5 bathroom single family residence with attached garage covered front porch and rear covered patio.
2025-12-08T00:00:00.000,Austin,Building Permit,2025-140952 BP,4700 HAWKHAVEN LN,Express- Replace 3 windows like for like
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-153246 MP,5700 WESTVIEW RD,Replacement of complete existing central heat and air system with or without duct work SUSIE BULLION
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-149648 MP,1600 W 38TH ST UNIT 201,Interior Renovation of two existing suites to create one new medical office.
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-154423 PP,1071 SPRINGDALE RD,This permit is for a 3 compartment sink that was previously installed by someone else. Not a new sink. The health inspector came by the business and relayed to the owner that the sink would need a permit and inspection. I applied for this permit on Nov. 21 and it was rejected. The employee that rejected it said we needed a commercial plan review.  The owner went in and spoke to a reviewer while the application was still incomplete the reviewer said we didnt need a plan review and requires photos and a line diagram uploaded to the incomplete permit. I withdrew the incomplete application last night. So this is the reason for a new permit application at this address.
2025-12-08T00:00:00.000,Austin,Electrical Permit,2025-105800 EP,2003 GREENWOOD AVE BLDG 1,ePlan: Residential Expedited Review - New THREE UNIT RES. New construction MODULAR 2-Story Single Family Res. [5bed 3.5bath]
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-154846 PP,5900 MOUNTAINCLIMB DR BLDG B,Replacement of an existing water heater
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-154122 PP,11104 D K RANCH RD,45FT WATER LINE REPLACEMENT
2025-12-08T00:00:00.000,Austin,Electrical Permit,2025-019485 EP,2409 LA CASA DR BLDG 2,BLDG 2: New 3 story SFR construction with 2 bedrooms 3.5 bath and attached carport.
2025-12-08T00:00:00.000,Austin,Building Permit,2025-152825 BP,6121 MC MURTRY ST,*SMART Housing* *Green Building* New 2-story 4 bedroom 4.5 bathroom single family residence with attached garage covered front porch and rear covered patio.
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-085828 MP,1012 BRICKELL LOOP UNIT A,*Green Building* (Unit A/13) New construction of attached condo (duplex) with 3 beds 2.5 baths and attached 2 car garage each  PUD
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-154230 MP,12702 RHEA CT,Replacement of complete existing central heat and air system with or without duct work
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-101562 PP,1404 JUSTIN LN BLDG 2,Home: New construction of 2 story detached dwelling unit 3 bed 2.5 bath with attached garage
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-083010 PP,1904 CULLEN AVE,Cap off Water and Waste Water
2025-12-08T00:00:00.000,Austin,Building Permit,2025-153541 BP,1909 ALGUNO RD,ePlan: Residential Expedited Review - New Construction 2-Story Single Family Res. [4bed 4bath] with habitable attic and attached carport.  POOL to be permitted separately.
2025-12-08T00:00:00.000,Austin,Electrical Permit,2025-152898 EP,1903 CHESTNUT AVE,Add new breaker and wire for the installation of an EVC about 10 away from garage sub-panel.
2025-12-08T00:00:00.000,Austin,Electrical Permit,2025-153588 EP,7715 TISDALE DR,Replace existing service with Approved new service
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-155381 PP,9828 GREAT HILLS TRL UNIT 400,DEMOLITION OF SUB LEASE TENANTS PREP KITCHEN.  EXISTING 1300 SQ. FT. DEMISED KITCHEN SPACE WITH EQUIPMENT WILL BE DEMOLISHED. THE AREA WILL BE RESTORED TO AN OPEN SALES FLOOR WITH AN EXPOSED CEILING TO MATCH ITS SURROUNDINGS.
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-153447 MP,6803 KENOSHA PASS,Replacement of complete existing central heat and air system with or without duct work
2025-12-08T00:00:00.000,Austin,Plumbing Permit,2025-154062 PP,203 WESTWOOD TER,Replacement of an existing water heater Replace existing water heater
2025-12-08T00:00:00.000,Austin,Electrical Permit,2025-143352 EP,5400 SAMUEL HUSTON AVE,Meter can panel grounding and surge
2025-12-08T00:00:00.000,Austin,Electrical Permit,2025-154310 EP,7300 CISSUS CV,Install Level 2 EV Charger
2025-12-08T00:00:00.000,Austin,Mechanical Permit,2025-153484 MP,6533 EAST HILL DR BLDG G UNIT 18,Replacement of complete existing central heat and air system with or without duct work
