permit_number,address,type,value,issued_date,status
2025-150960 PP,1100 E HOWARD LN BLDG 6 UNIT 600,Plumbing Permit,0,2025-11-26,
2025-149597 EP,1507 FALCON LEDGE DR,Electrical Permit,0,2025-11-26,
2025-148346 BP,3832 SENDERO DR,Building Permit,1,2025-11-26,
2025-147027 BP,3210 BRYKER DR,Building Permit,1,2025-11-26,
2025-151562 PP,9807 N FM 620 RD BLDG 22,Plumbing Permit,0,2025-11-26,
2025-146853 PP,14128 EDNA MAXINE WALK,Plumbing Permit,0,2025-11-26,
2025-150234 EP,7801 NORTHWEST DR BLDG 1,Electrical Permit,0,2025-11-26,
2025-151041 BP,1800 STONE RIDGE CIR,Building Permit,0,2025-11-26,
2025-150392 PP,11411 CATALONIA DR,Plumbing Permit,0,2025-11-26,
2025-061445 EP,2201 AIRPORT BLVD UNIT 130,Electrical Permit,0,2025-11-26,
2025-151476 BP,4207 WOODWAY DR,Building Permit,0,2025-11-26,
2025-146846 PP,14130 EDNA MAXINE WALK,Plumbing Permit,0,2025-11-26,
2025-134561 BP,9205 THE RAVINE WAY,Building Permit,0,2025-11-26,
2023-082189 PP,8169 CEBERRY DR,Plumbing Permit,0,2025-11-26,
2025-149042 EP,9713 PETRICHOR BLVD,Electrical Permit,0,2025-11-26,
2025-150149 BP,1804 ULLRICH AVE,Building Permit,0,2025-11-26,
2025-152040 BP,5705 AVENUE D,Building Permit,1,2025-11-26,
2025-100090 EP,7300 HART LN,Electrical Permit,0,2025-11-26,
2025-121180 EP,2330 S LAMAR BLVD UNIT 107,Electrical Permit,0,2025-11-26,
2025-151535 PP,9807 N FM 620 RD BLDG 13,Plumbing Permit,0,2025-11-26,
2025-149458 EP,8010 LITTLE DEER XING,Electrical Permit,0,2025-11-26,
2025-151556 PP,9807 N FM 620 RD BLDG 18,Plumbing Permit,0,2025-11-26,
2025-151540 PP,9807 N FM 620 RD BLDG 15,Plumbing Permit,0,2025-11-26,
2025-042217 EP,309 FRANKLIN BLVD BLDG 1,Electrical Permit,0,2025-11-26,
2024-128964 MP,311 E 5TH ST,Mechanical Permit,0,2025-11-26,
2025-151548 PP,9807 N FM 620 RD BLDG 17,Plumbing Permit,0,2025-11-26,
2025-151034 BP,1813 E 38TH HALF ST BLDG 1 UNIT 1B,Building Permit,0,2025-11-26,
2025-150492 EP,5705 BLAZEWOOD DR,Electrical Permit,0,2025-11-26,
2025-149867 MP,11509 JAMES B CONNOLLY LN,Mechanical Permit,0,2025-11-26,
2025-151771 EP,8705 DECKER LAKE RD BLDG 1,Electrical Permit,0,2025-11-26,
2025-151020 BP,4521 AVENUE D,Building Permit,0,2025-11-26,
2025-087783 EP,12400 MERCURY LN,Electrical Permit,0,2025-11-26,
2025-151558 PP,9807 N FM 620 RD BLDG 19,Plumbing Permit,0,2025-11-26,
2025-151563 BP,15621 PRESTANCIA DR,Building Permit,0,2025-11-26,
2025-147289 PP,7517 ROBERT KLEBURG LN,Plumbing Permit,0,2025-11-26,
2025-151560 PP,9807 N FM 620 RD BLDG 21,Plumbing Permit,0,2025-11-26,
2025-150525 BP,2914 DOVER PL,Building Permit,1,2025-11-26,
2025-141771 BP,5810 MARCHMONT LN,Building Permit,1,2025-11-26,
2025-047763 PP,406 OERTLI LN,Plumbing Permit,0,2025-11-26,
2025-151773 BP,11732 DAY CAMP LN,Building Permit,1,2025-11-26,
2025-124756 MP,1603 SUFFOLK DR,Mechanical Permit,0,2025-11-26,
2025-133103 EP,8321 SHALLOT WAY,Electrical Permit,0,2025-11-26,
2025-151497 PP,5321 INDUSTRIAL OAKS BLVD UNIT 108,Plumbing Permit,0,2025-11-26,
2025-151231 BP,10201 CRESSIDA BND,Building Permit,0,2025-11-26,
2024-073727 PP,1504 WEST LYNN ST,Plumbing Permit,0,2025-11-26,
2025-150278 EP,4807 PLACID PL,Electrical Permit,0,2025-11-26,
2025-149047 EP,9421 GLADSOME PATH,Electrical Permit,0,2025-11-26,
2025-149064 PP,5701 JOHNNY MORRIS RD UNIT 43,Plumbing Permit,0,2025-11-26,
2025-149890 EP,7103 WHEELER BRANCH TRL,Electrical Permit,0,2025-11-26,
2025-149860 MP,9102 WESTERKIRK DR,Mechanical Permit,0,2025-11-26,
2025-150301 EP,3213 WALNUT AVE,Electrical Permit,0,2025-11-26,
2025-131255 DS,3005 WADE AVE,Driveway / Sidewalks,0,2025-11-26,
2025-151502 BP,4102 AVENUE A,Building Permit,1,2025-11-26,
2025-151477 BP,4207 WOODWAY DR,Building Permit,0,2025-11-26,
2025-061445 MP,2201 AIRPORT BLVD UNIT 130,Mechanical Permit,0,2025-11-26,
2025-150955 BP,4601 PARKDALE PL,Building Permit,0,2025-11-26,
2025-101048 PP,7 PASCAL LN,Plumbing Permit,0,2025-11-26,
2025-147043 EP,8705 DECKER LAKE RD BLDG 2,Electrical Permit,0,2025-11-26,
2025-149473 EP,5828 GENTLE BREEZE TER,Electrical Permit,0,2025-11-26,
2025-150970 BP,7916 TEXAS PLUME RD,Building Permit,1,2025-11-26,
2025-150396 PP,7213 FIREOAK DR,Plumbing Permit,0,2025-11-26,
2025-149866 MP,4002 GREYSTONE DR,Mechanical Permit,0,2025-11-26,
2025-148888 BP,3213 WALNUT AVE UNIT B,Building Permit,0,2025-11-26,
2025-120557 PP,3851 AIRPORT BLVD UNIT 101,Plumbing Permit,0,2025-11-26,
2025-148208 BP,4824 E CESAR CHAVEZ ST,Building Permit,0,2025-11-26,
2025-130426 EP,7005 COLBERG CT,Electrical Permit,0,2025-11-26,
2025-150338 BP,813 W OLTORF ST,Building Permit,0,2025-11-26,
2025-151565 PP,9807 N FM 620 RD BLDG 23,Plumbing Permit,0,2025-11-26,
2025-061445 PP,2201 AIRPORT BLVD UNIT 130,Plumbing Permit,0,2025-11-26,
2025-151645 BP,3922 LEAFIELD DR,Building Permit,1,2025-11-26,
2025-150373 PP,2603 PIPING ROCK TRL,Plumbing Permit,0,2025-11-26,
2025-151033 BP,1813 E 38TH HALF ST BLDG 1 UNIT 1A,Building Permit,0,2025-11-26,
2025-146633 PP,901 S MOPAC EXPY SVRD NB BLDG 5 UNIT 300,Plumbing Permit,0,2025-11-26,
2025-150651 BP,3107 BESSIE AVE,Building Permit,1,2025-11-26,
2025-061446 PP,2201 AIRPORT BLVD UNIT 130,Plumbing Permit,0,2025-11-26,
2025-149707 PP,7006 GUADALUPE ST,Plumbing Permit,0,2025-11-26,
2025-151529 PP,12110 CANTABRIA RD,Plumbing Permit,0,2025-11-26,
2025-133103 BP,8321 SHALLOT WAY,Building Permit,1,2025-11-26,
2025-149258 MP,10408 LOCKERBIE DR,Mechanical Permit,0,2025-11-26,
2025-150948 BP,4517 AVENUE H,Building Permit,0,2025-11-26,
2025-137006 EP,2603 THOMAS DR,Electrical Permit,0,2025-11-26,
2025-133103 PP,8321 SHALLOT WAY,Plumbing Permit,0,2025-11-26,
2025-151801 BP,3424 SAVAGE SPRINGS DR,Building Permit,1,2025-11-26,
2025-149486 BP,2301 E ST ELMO RD BLDG 2 UNIT 200,Building Permit,0,2025-11-26,
2025-151035 BP,1813 E 38TH HALF ST BLDG 2,Building Permit,0,2025-11-26,
2025-151768 BP,2619 W 45TH ST,Building Permit,1,2025-11-26,
2025-150328 BP,907 W 5TH ST UNIT 103,Building Permit,0,2025-11-26,
2025-150229 EP,7801 NORTHWEST DR BLDG 1,Electrical Permit,0,2025-11-26,
2025-096790 PP,8001 CIRCUIT OF THE AMERICAS BLVD UNIT 702,Plumbing Permit,0,2025-11-25,
2025-053081 MP,1916 S 3RD ST,Mechanical Permit,0,2025-11-25,
2025-072121 PP,8810 MARMOSET WAY,Plumbing Permit,0,2025-11-25,
2025-150239 PP,6004 SWEDISH FARMS TER,Plumbing Permit,0,2025-11-25,
2025-150070 BP,507 E WONSLEY DR,Building Permit,0,2025-11-25,
2025-116118 MP,9000 THE RAVINE WAY,Mechanical Permit,0,2025-11-25,
2025-149797 PP,8021 PONCHO PASS UNIT 2,Plumbing Permit,0,2025-11-25,
2025-151505 BP,500 CANYON RIDGE DR BLDG L UNIT 275,Building Permit,0,2025-11-25,
2025-073632 PP,9404 OXBOW STRAP DR,Plumbing Permit,0,2025-11-25,
2025-149071 BP,4308 DUVAL ST,Building Permit,0,2025-11-25,
2025-151600 EP,8705 DECKER LAKE RD BLDG GAR,Electrical Permit,0,2025-11-25,
2025-147252 EP,9111 CIRCUIT OF THE AMERICAS BLVD,Electrical Permit,0,2025-11-25,
2025-151620 BP,8009 BOTTLEBRUSH DR,Building Permit,1,2025-11-25,
2025-148657 MP,5817 SPEYSIDE DR,Mechanical Permit,0,2025-11-25,
2025-102403 EP,3617 AXEL LN,Electrical Permit,0,2025-11-25,
2025-149446 MP,9550 SAVANNAH RIDGE DR BLDG 37,Mechanical Permit,0,2025-11-25,
2025-151377 BP,6012 LONDON DR,Building Permit,1,2025-11-25,
2025-150795 BP,4315 S 1ST ST,Building Permit,1,2025-11-25,
2025-149230 PP,3600 TOM MILLER ST BLDG 2,Plumbing Permit,0,2025-11-25,
2025-145820 EP,603 E 46TH ST UNIT A,Electrical Permit,0,2025-11-25,
2025-149881 BP,601 E 7TH ST,Building Permit,0,2025-11-25,
2025-151137 BP,2103 WYCHWOOD DR,Building Permit,1,2025-11-25,
2025-151088 EP,8701 MENCHACA RD BLDG 1,Electrical Permit,0,2025-11-25,
2025-151396 BP,1100 S 5TH ST,Building Permit,0,2025-11-25,
2025-150208 PP,2803 FIRECREST DR,Plumbing Permit,0,2025-11-25,
2025-071632 PP,8808 MARMOSET WAY,Plumbing Permit,0,2025-11-25,
2025-150285 BP,3232 E CESAR CHAVEZ ST UNIT 2240,Building Permit,0,2025-11-25,
2025-144025 EP,2801 WARREN ST BLDG A,Electrical Permit,0,2025-11-25,
2025-149804 PP,8021 PONCHO PASS UNIT 6,Plumbing Permit,0,2025-11-25,
2025-149255 PP,3007 KESTREL DR,Plumbing Permit,0,2025-11-25,
2025-148524 PP,3506 TOM MILLER ST BLDG 1,Plumbing Permit,0,2025-11-25,
2025-132349 PP,210 W MOCKINGBIRD LN BLDG 2,Plumbing Permit,0,2025-11-25,
2025-124704 EP,4905 CANYONWOOD DR,Electrical Permit,0,2025-11-25,
2025-104180 EP,4405 SINCLAIR AVE,Electrical Permit,0,2025-11-25,
2025-147785 PP,10416 FOXGLOVE CT,Plumbing Permit,0,2025-11-25,
2025-148171 BP,7705 PONOMA TRL,Building Permit,0,2025-11-25,
2025-150674 BP,2803 SAN JACINTO BLVD,Building Permit,0,2025-11-25,
2025-150288 BP,3232 E CESAR CHAVEZ ST UNIT 2300,Building Permit,0,2025-11-25,
2025-151395 BP,1100 S 5TH ST,Building Permit,0,2025-11-25,
2025-089880 PP,9400 OXBOW STRAP DR,Plumbing Permit,0,2025-11-25,
2025-134548 BP,1511 HARDOUIN AVE,Building Permit,1,2025-11-25,
2025-150240 PP,5800 SWEDISH FARMS TER,Plumbing Permit,0,2025-11-25,
2025-130408 EP,801 OAKLAND AVE,Electrical Permit,0,2025-11-25,
2025-130614 EP,8010 PETRONAS PASS,Electrical Permit,0,2025-11-25,
2025-135431 MP,5204 MARTIN AVE BLDG B,Mechanical Permit,0,2025-11-25,
2025-150527 BP,1806 WILDROSE DR,Building Permit,1,2025-11-25,
2025-149803 PP,8021 PONCHO PASS UNIT 5,Plumbing Permit,0,2025-11-25,
2025-131270 PP,12733 TESLA RD,Plumbing Permit,0,2025-11-25,
2025-148973 BP,7300 TANBARK CV,Building Permit,1,2025-11-25,
2025-150238 PP,5804 SWEDISH FARMS TER,Plumbing Permit,0,2025-11-25,
2025-135482 EP,50 BELLA TOSCANA AVE BLDG CLUB,Electrical Permit,0,2025-11-25,
2025-148161 PP,1325 DEXFORD DR,Plumbing Permit,0,2025-11-25,
2025-149008 EP,11500 DOMENICO CV,Electrical Permit,0,2025-11-25,
2025-145207 EP,4501 GRIDER PASS,Electrical Permit,0,2025-11-25,
2025-149323 EP,4905 CANYONWOOD DR,Electrical Permit,0,2025-11-25,
2025-047763 MP,406 OERTLI LN,Mechanical Permit,0,2025-11-25,
2025-151529 BP,12110 CANTABRIA RD,Building Permit,0,2025-11-25,
2025-149800 PP,8021 PONCHO PASS UNIT 3,Plumbing Permit,0,2025-11-25,
2025-151161 BP,2643 YANDALL DR,Building Permit,1,2025-11-25,
2025-135946 EP,50 BELLA TOSCANA AVE BLDG 3,Electrical Permit,0,2025-11-25,
2025-149678 PP,4306 WILDRIDGE CIR,Plumbing Permit,0,2025-11-25,
2025-149033 EP,11001 LAUREL CREEK DR,Electrical Permit,0,2025-11-25,
2025-132350 PP,210 W MOCKINGBIRD LN BLDG 3,Plumbing Permit,0,2025-11-25,
2025-149264 PP,2708 TOWY RD,Plumbing Permit,0,2025-11-25,
2025-151172 BP,11204 GORHAM GLEN CT,Building Permit,1,2025-11-25,
2025-150855 EP,3324 1/2 S FM 620 RD,Electrical Permit,0,2025-11-25,
2025-148226 PP,3613 BLUESTEIN DR,Plumbing Permit,0,2025-11-25,
2025-150231 BP,10025 ALTERRA PKWY UNIT 100,Building Permit,0,2025-11-25,
2025-146892 EP,9624 BREEZE HILL DR,Electrical Permit,0,2025-11-25,
2025-150051 BP,1600 SPRINGDALE RD,Building Permit,1,2025-11-25,
2025-151209 EP,4907 WEST FRANCES PL,Electrical Permit,0,2025-11-25,
2025-135857 EP,50 BELLA TOSCANA AVE BLDG 4,Electrical Permit,0,2025-11-25,
2025-024938 MP,4200 FARHILLS DR,Mechanical Permit,0,2025-11-25,
2025-137287 EP,1913 1/2 WEBBERVILLE RD,Electrical Permit,0,2025-11-25,
2025-103086 PP,4109 FARHILLS DR,Plumbing Permit,0,2025-11-25,
2025-139489 EP,3901 BALCONES DR,Electrical Permit,0,2025-11-25,
2025-149795 PP,8021 PONCHO PASS UNIT 1,Plumbing Permit,0,2025-11-25,
2025-146342 EP,7002 WOODFORD WAY,Electrical Permit,0,2025-11-25,
2025-147837 BP,14205 CANYON TRL,Building Permit,1,2025-11-25,
2025-150017 PP,5816 SWEDISH FARMS TER,Plumbing Permit,0,2025-11-25,
2025-150079 BP,6903 DEATONHILL DR,Building Permit,0,2025-11-25,
2025-150248 BP,1716 BARTONCLIFF DR,Building Permit,300000,2025-11-25,
2025-143420 EP,5341 INDUSTRIAL OAKS BLVD UNIT 2,Electrical Permit,0,2025-11-25,
2025-147914 PP,3017 STOCK DR,Plumbing Permit,0,2025-11-25,
2025-149698 PP,2618 MARIA ANNA RD,Plumbing Permit,0,2025-11-25,
2025-151431 EP,12008 LADRIDO LN,Electrical Permit,0,2025-11-25,
2025-149243 PP,1608 SYLVAN GLADE,Plumbing Permit,0,2025-11-25,
2025-151005 BP,2723 WINDING BROOK DR,Building Permit,1,2025-11-25,
2025-148196 BP,5303 DOWNS DR,Building Permit,4500,2025-11-25,
2025-135883 EP,50 BELLA TOSCANA AVE BLDG 5,Electrical Permit,0,2025-11-25,
2025-150014 PP,6012 ALFRED ACRES DR,Plumbing Permit,0,2025-11-25,
2025-146327 EP,6011 CARY DR,Electrical Permit,0,2025-11-25,
2025-149297 EP,6309 SHADOW MOUNTAIN DR,Electrical Permit,0,2025-11-25,
2025-150289 BP,3232 E CESAR CHAVEZ ST UNIT 2340,Building Permit,0,2025-11-25,
2025-150022 PP,14221 MATTEROD DR,Plumbing Permit,0,2025-11-25,
2025-149231 PP,3506 TOM MILLER ST BLDG 2,Plumbing Permit,0,2025-11-25,
2025-151555 BP,11112 LIBERTY FARMS DR,Building Permit,1,2025-11-25,
2025-148196 PP,5303 DOWNS DR,Plumbing Permit,0,2025-11-25,
2022-150109 MP,3808 BALCONES DR,Mechanical Permit,0,2025-11-25,
2025-080249 PP,405 KREBS LN,Plumbing Permit,0,2025-11-25,
2025-149509 PP,8508 MESA DR BLDG B,Plumbing Permit,0,2025-11-25,
2025-125199 PP,504 LONE OAK DR,Plumbing Permit,0,2025-11-25,
2025-146687 PP,10901 N LAMAR BLVD BLDG C UNIT 309,Plumbing Permit,0,2025-11-25,
2025-151532 BP,7507 DAUGHERTY ST,Building Permit,1,2025-11-25,
2025-150020 PP,14317 MATTEROD DR,Plumbing Permit,0,2025-11-25,
2025-150235 PP,5812 SWEDISH FARMS TER,Plumbing Permit,0,2025-11-25,
2025-132348 PP,210 W MOCKINGBIRD LN BLDG 1,Plumbing Permit,0,2025-11-25,
2025-151394 BP,1100 S 5TH ST,Building Permit,0,2025-11-25,
2025-148965 PP,1600 HOUSTON ST,Plumbing Permit,0,2025-11-25,
2025-070259 PP,8812 MARMOSET WAY,Plumbing Permit,0,2025-11-25,
2025-150401 PP,8200 NEELY DR UNIT 201,Plumbing Permit,0,2025-11-25,
2025-127857 PP,7112 ED BLUESTEIN BLVD SVRD SB UNIT 175,Plumbing Permit,0,2025-11-25,
2025-070386 PP,8814 MARMOSET WAY,Plumbing Permit,0,2025-11-25,
2025-147801 EP,3203 CLAWSON RD BLDG 2,Electrical Permit,0,2025-11-25,
2025-150124 BP,7800 GINKGO CV,Building Permit,1,2025-11-25,
2025-142216 EP,2001 FARO DR BLDG 34,Electrical Permit,0,2025-11-25,
2025-148225 PP,3613 BLUESTEIN DR,Plumbing Permit,0,2025-11-25,
2025-147408 EP,11812 1/2 CAMERON RD,Electrical Permit,0,2025-11-25,
2025-149407 PP,2324 SANTA ROSA ST,Plumbing Permit,0,2025-11-25,
2025-149777 BP,4007 EDGEROCK DR,Building Permit,0,2025-11-25,
2025-102997 PP,2002 GREENWOOD AVE,Plumbing Permit,0,2025-11-25,
2025-146347 EP,8610 BASIL HAYDEN LN,Electrical Permit,0,2025-11-25,
2025-149660 BP,3200 1/2 RED RIVER ST,Building Permit,25000,2025-11-25,
2025-121226 PP,4827 E CESAR CHAVEZ ST,Plumbing Permit,0,2025-11-25,
2025-053083 MP,1912 S 3RD ST,Mechanical Permit,0,2025-11-25,
2025-062996 PP,8500 ENDALE ARCH DR,Plumbing Permit,0,2025-11-25,
2025-148619 PP,3202 LAFAYETTE AVE,Plumbing Permit,0,2025-11-25,
2025-146633 EP,901 S MOPAC EXPY SVRD NB BLDG 5 UNIT 300,Electrical Permit,0,2025-11-25,
2025-148161 BP,1325 DEXFORD DR,Building Permit,4500,2025-11-25,
2025-147800 EP,3203 CLAWSON RD,Electrical Permit,0,2025-11-25,
2025-150284 BP,3232 E CESAR CHAVEZ ST UNIT 2220,Building Permit,0,2025-11-25,
2025-150291 BP,3232 E CESAR CHAVEZ ST UNIT 2380,Building Permit,0,2025-11-25,
2025-135954 EP,50 BELLA TOSCANA AVE BLDG 2,Electrical Permit,0,2025-11-25,
2025-139853 BP,6406 N IH 35 SVRD SB UNIT 2200,Building Permit,0,2025-11-25,
2025-149382 PP,303 PARK LN,Plumbing Permit,0,2025-11-25,
2025-149404 PP,6406 NASCO DR,Plumbing Permit,0,2025-11-25,
2025-140993 EP,321 1/2 THOMPSON LN,Electrical Permit,0,2025-11-25,
2025-149287 EP,1909 WESTRIDGE DR,Electrical Permit,0,2025-11-25,
2025-071012 PP,8601 ARACARI CV,Plumbing Permit,0,2025-11-25,
2025-150287 BP,3232 E CESAR CHAVEZ ST UNIT 2260,Building Permit,0,2025-11-25,
2025-149572 MP,1108 REAGAN TER,Mechanical Permit,0,2025-11-25,
2025-149261 PP,2706 TOWY RD,Plumbing Permit,0,2025-11-25,
2025-150070 PP,507 E WONSLEY DR,Plumbing Permit,0,2025-11-25,
2025-020318 EP,7000 SHUMARD CIR,Electrical Permit,0,2025-11-25,
2025-135963 EP,50 BELLA TOSCANA AVE BLDG 1,Electrical Permit,0,2025-11-25,
2025-059163 MP,1008 HILLSIDE AVE,Mechanical Permit,0,2025-11-25,
2025-150058 PP,8113 BOGGY RIDGE DR,Plumbing Permit,0,2025-11-25,
2025-151197 BP,4801 TRAVIS COUNTRY CIR,Building Permit,1,2025-11-25,
2025-149242 PP,1608 SYLVAN GLADE,Plumbing Permit,0,2025-11-25,
2025-147397 PP,2301 E RIVERSIDE DR BLDG A,Plumbing Permit,0,2025-11-25,
2025-150243 PP,6009 SWEDISH FARMS TER,Plumbing Permit,0,2025-11-25,
2025-146327 BP,6011 CARY DR,Building Permit,1,2025-11-25,
2025-151297 BP,4014 WALNUT CLAY DR,Building Permit,1,2025-11-25,
2025-150857 BP,7308 RAIN CREEK PKWY,Building Permit,1,2025-11-25,
2025-079213 EP,3410 GREENWAY,Electrical Permit,0,2025-11-25,
2025-148717 PP,4706 SHOALWOOD AVE,Plumbing Permit,0,2025-11-25,
2025-073165 EP,1206 PARKWAY,Electrical Permit,0,2025-11-25,
2025-149064 MP,5701 JOHNNY MORRIS RD UNIT 43,Mechanical Permit,0,2025-11-25,
2025-140552 EP,1808 REDLANDS ST,Electrical Permit,0,2025-11-25,
2025-146777 BP,2111 PARAMOUNT AVE,Building Permit,0,2025-11-25,
2025-053082 MP,1914 S 3RD ST,Mechanical Permit,0,2025-11-25,
2025-150522 BP,5802 THAMES DR,Building Permit,1,2025-11-25,
2025-148525 PP,3600 TOM MILLER ST BLDG 1,Plumbing Permit,0,2025-11-25,
2025-095656 EP,98 RED RIVER ST,Electrical Permit,0,2025-11-25,
2025-148411 MP,6701 RUSTLING OAKS TRL,Mechanical Permit,0,2025-11-25,
2025-149020 EP,13712 LAZYRIDGE DR,Electrical Permit,0,2025-11-25,
2025-037544 EP,1505 W BRAKER LN BLDG A,Electrical Permit,0,2025-11-25,
2025-140453 MP,1141 RICHARDINE AVE,Mechanical Permit,0,2025-11-25,
2025-096817 PP,9951 ANDERSON MILL RD UNIT 100B,Plumbing Permit,0,2025-11-25,
2025-144685 PP,5708 FAIRLANE DR,Plumbing Permit,0,2025-11-25,
2025-149802 PP,8021 PONCHO PASS UNIT 4,Plumbing Permit,0,2025-11-25,
2025-148728 BP,7006 GUADALUPE ST,Building Permit,0,2025-11-25,
2025-150056 EP,5506 DELWOOD DR,Electrical Permit,0,2025-11-25,
2025-149776 BP,4007 EDGEROCK DR,Building Permit,0,2025-11-25,
2025-142175 PP,2707 W 49TH ST,Plumbing Permit,0,2025-11-25,
2025-139171 MP,6600 ELM CREEK DR UNIT 204,Mechanical Permit,0,2025-11-25,
2025-118113 PP,308 BEN HOWELL DR,Plumbing Permit,0,2025-11-25,
2025-150290 BP,3232 E CESAR CHAVEZ ST UNIT 2360,Building Permit,0,2025-11-25,
2025-147561 PP,3300 BIG BEND DR,Plumbing Permit,0,2025-11-24,
2025-148459 EP,5503 LANDS END,Electrical Permit,0,2025-11-24,
