permit_number,address,type,value,issued_date,status
GM-2025-011185,6742 N 5TH ST,General Permit Minor,$0.00,2025-12-02,Issued
DP-2025-001291,2736 N 11TH ST,Demolition Permit,$0.00,2025-12-02,Issued
PP-2025-015436,8401 CRANE ST,Plumbing Permit,$0.00,2025-12-02,Issued
EP-2025-011303,3013 N BONSALL ST,Electrical Permit,$0.00,2025-12-02,Issued
FP-2025-001104,2001 RICHMOND ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
PP-2025-015438,3880 CONSHOHOCKEN AVE,Plumbing Permit,$0.00,2025-12-02,Issued
EP-2025-008127,1007 W ORLEANS ST,Electrical Permit,$0.00,2025-12-02,Issued
RP-2025-010290,2502 N 17TH ST,Residential Building Permit,$0.00,2025-12-02,Issued
GM-2025-011182,316 RICHMOND ST,General Permit Minor,$0.00,2025-12-02,Issued
DP-2025-001292,3061 N 15TH ST,Demolition Permit,$0.00,2025-12-02,Issued
MP-2025-005833,1717 ARCH ST,Mechanical / Fuel Gas Permit,$0.00,2025-12-02,Issued
PP-2025-014598,5846 N PARK AVE,Plumbing Permit,$0.00,2025-12-02,Issued
FP-2025-001328,2001 RICHMOND ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
PP-2025-015299,3227 N BAILEY ST,Plumbing Permit,$0.00,2025-12-02,Issued
PP-2025-015207,1418 ORANGE ST,Plumbing Permit,$0.00,2025-12-02,Issued
FP-2025-001109,2001 RICHMOND ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
EP-2025-010950,6742 N 5TH ST,Electrical Permit,$0.00,2025-12-02,Issued
PP-2025-015341,500 ACORN ST,Plumbing Permit,$0.00,2025-12-02,Issued
PP-2025-013494,1832 N 22ND ST,Plumbing Permit,$0.00,2025-12-02,Issued
FP-2025-001105,2001 RICHMOND ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
MP-2025-006135,5406 W GIRARD AVE,Mechanical / Fuel Gas Permit,$0.00,2025-12-02,Issued
MP-2025-006112,4236 CLARIDGE ST,Mechanical / Fuel Gas Permit,$0.00,2025-12-02,Issued
EP-2025-011317,3636 JASPER ST,Electrical Permit,$0.00,2025-12-02,Issued
GM-2025-011192,7718 ORPHEUS PL,General Permit Minor,$0.00,2025-12-02,Issued
PP-2025-015433,1830 N VAN PELT ST,Plumbing Permit,$0.00,2025-12-02,Issued
PP-2025-010796,135-41 W GIRARD AVE,Plumbing Permit,$0.00,2025-12-02,Issued
MP-2025-006183,2629 N 33RD ST,Mechanical / Fuel Gas Permit,$0.00,2025-12-02,Issued
RP-2025-004057,608 DUDLEY ST,Residential Building Permit,$0.00,2025-12-02,Issued
EP-2025-010899,3025 JOHN F KENNEDY BLVD,Electrical Permit,$0.00,2025-12-02,Issued
MP-2025-004370,1007 W ORLEANS ST,Mechanical / Fuel Gas Permit,$0.00,2025-12-02,Issued
EP-2025-011119,1300 PATTISON AVE,Electrical Permit,$0.00,2025-12-02,Issued
FP-2025-001327,2001 RICHMOND ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
EP-2025-009007,2219 N 5TH ST,Electrical Permit,$0.00,2025-12-02,Issued
DP-2025-001242,753 N TAYLOR ST,Demolition Permit,$0.00,2025-12-02,Issued
FP-2025-002219,500 N CHRISTOPHER COLUMBUS BLVD,Fire Suppression Permit,$0.00,2025-12-02,Issued
PP-2025-015414,1650 MARKET ST,Plumbing Permit,$0.00,2025-12-02,Issued
GM-2025-011232,2824 GAUL ST,General Permit Minor,$0.00,2025-12-02,Issued
CP-2025-004994,908 W WESTMORELAND ST,Commercial Building Permit,$0.00,2025-12-02,Issued
PP-2025-015391,2032 W OXFORD ST,Plumbing Permit,$0.00,2025-12-02,Issued
PP-2025-015370,1824 NOLAN ST,Plumbing Permit,$0.00,2025-12-02,Issued
SP-2025-000534,1333 S BANCROFT ST,Site / Utility Permit,$0.00,2025-12-02,Issued
MP-2025-005611,818 S 51ST ST,Mechanical / Fuel Gas Permit,$0.00,2025-12-02,Issued
EP-2025-009466,180 W GIRARD AVE,Electrical Permit,$0.00,2025-12-02,Issued
PP-2025-015435,1020 S 8TH ST,Plumbing Permit,$0.00,2025-12-02,Issued
PP-2025-015413,4547 N 17TH ST,Plumbing Permit,$0.00,2025-12-02,Issued
PP-2025-015420,500 ADAMS AVE,Plumbing Permit,$0.00,2025-12-02,Issued
EP-2025-011281,5520 RIDGEWOOD ST,Electrical Permit,$0.00,2025-12-02,Issued
GM-2025-011178,501 KINGSLEY CT,General Permit Minor,$0.00,2025-12-02,Issued
SP-2025-000810,2458 MEMPHIS ST,Site / Utility Permit,$0.00,2025-12-02,Issued
PP-2025-015352,1620 S LAWRENCE ST,Plumbing Permit,$0.00,2025-12-02,Issued
GM-2025-011184,4708 CHESTER AVE,General Permit Minor,$0.00,2025-12-02,Issued
PP-2025-015393,2221 CHRISTIAN ST,Plumbing Permit,$0.00,2025-12-02,Issued
FP-2025-001110,2001 RICHMOND ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
RP-2025-011444,58 N CONESTOGA ST,Residential Building Permit,$0.00,2025-12-02,Issued
FP-2025-002215,414 S 20TH ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
GP-2025-008660,3224 BYBERRY RD,General Permit,$0.00,2025-12-02,Issued
MP-2025-006123,2014 MOORE ST,Mechanical / Fuel Gas Permit,$0.00,2025-12-02,Issued
MP-2025-005789,3400 SPRUCE ST,Mechanical / Fuel Gas Permit,$0.00,2025-12-02,Issued
CP-2025-003961,336 N 52ND ST,Commercial Building Permit,$0.00,2025-12-02,Issued
EP-2025-001395,2043 N ORKNEY ST,Electrical Permit,$0.00,2025-12-02,Issued
SP-2025-000429,2337 N 16TH ST,Site / Utility Permit,$0.00,2025-12-02,Issued
FP-2025-001438,2001 RICHMOND ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
FP-2025-001436,2001 RICHMOND ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
PP-2025-015279,1824 S 5TH ST,Plumbing Permit,$0.00,2025-12-02,Issued
GM-2025-011203,1407 N ORIANNA ST,General Permit Minor,$0.00,2025-12-02,Issued
MP-2025-004167,8500 ESSINGTON AVE,Mechanical / Fuel Gas Permit,$0.00,2025-12-02,Issued
PP-2025-015572,3061 N 15TH ST,Plumbing Permit,$0.00,2025-12-02,Issued
EP-2025-010987,10160 BUSTLETON AVE,Electrical Permit,$0.00,2025-12-02,Issued
CP-2025-003973,338 N 52ND ST,Commercial Building Permit,$0.00,2025-12-02,Issued
PP-2025-009154,4450 MAIN ST,Plumbing Permit,$0.00,2025-12-02,Issued
GM-2025-011197,3300 HENRY AVE,General Permit Minor,$0.00,2025-12-02,Issued
PP-2025-015573,2122 W ATLANTIC ST,Plumbing Permit,$0.00,2025-12-02,Issued
GM-2025-011039,5553 OSAGE AVE,General Permit Minor,$0.00,2025-12-02,Issued
MP-2025-006087,1214 LATONA ST,Mechanical / Fuel Gas Permit,$0.00,2025-12-02,Issued
PP-2025-015480,3406 N 23RD ST,Plumbing Permit,$0.00,2025-12-02,Issued
PP-2025-015313,2521 SOUTH ST,Plumbing Permit,$0.00,2025-12-02,Issued
PP-2025-011007,1238 CALLOWHILL ST,Plumbing Permit,$0.00,2025-12-02,Issued
GM-2025-011188,4723 SHELDON ST,General Permit Minor,$0.00,2025-12-02,Issued
FP-2025-002216,414 S 20TH ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
PP-2025-015432,2323 E AUBURN ST,Plumbing Permit,$0.00,2025-12-02,Issued
PP-2025-015337,6119 DELANCEY ST,Plumbing Permit,$0.00,2025-12-02,Issued
FP-2025-001435,2001 RICHMOND ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
PP-2025-015302,3010 N LAMBERT ST,Plumbing Permit,$0.00,2025-12-02,Issued
EP-2025-010820,6422 WOODLAND AVE,Electrical Permit,$0.00,2025-12-02,Issued
FP-2025-002295,3224 W OXFORD ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
PP-2025-012982,2018-32 WALNUT ST,Plumbing Permit,$0.00,2025-12-02,Issued
PP-2025-015374,3501 CIVIC CENTER BLVD,Plumbing Permit,$0.00,2025-12-02,Issued
EP-2025-007868,2322 MUTTER ST,Electrical Permit,$0.00,2025-12-02,Issued
RP-2025-012528,7219 SAUL ST,Residential Building Permit,$0.00,2025-12-02,Issued
PP-2025-015400,2400 N 57TH ST,Plumbing Permit,$0.00,2025-12-02,Issued
MP-2025-006132,3248 HOPE ST,Mechanical / Fuel Gas Permit,$0.00,2025-12-02,Issued
MP-2025-006125,1836 PACKER AVE,Mechanical / Fuel Gas Permit,$0.00,2025-12-02,Issued
EP-2025-010297,220-60 S 33RD ST,Electrical Permit,$0.00,2025-12-02,Issued
PP-2025-015388,316 S SMEDLEY ST,Plumbing Permit,$0.00,2025-12-02,Issued
PP-2025-015306,420 REX AVE,Plumbing Permit,$0.00,2025-12-02,Issued
FP-2025-000857,2001 RICHMOND ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
EP-2025-009996,1238-46 BELMONT AVE,Electrical Permit,$0.00,2025-12-02,Issued
PP-2025-015571,2736 N 11TH ST,Plumbing Permit,$0.00,2025-12-02,Issued
FP-2025-001329,2001 RICHMOND ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
GM-2025-011160,1507 BELMONT AVE,General Permit Minor,$0.00,2025-12-02,Issued
PP-2025-015387,5805 ANDERSON ST,Plumbing Permit,$0.00,2025-12-02,Issued
PP-2025-015084,3325-95 FOX ST,Plumbing Permit,$0.00,2025-12-02,Issued
PP-2025-015353,5326 KINGSESSING AVE,Plumbing Permit,$0.00,2025-12-02,Issued
EP-2025-009984,108 S 8TH ST,Electrical Permit,$0.00,2025-12-02,Issued
CP-2025-003935,308 W CHELTEN AVE,Commercial Building Permit,$0.00,2025-12-02,Issued
PP-2025-015555,1348 S 32ND ST,Plumbing Permit,$0.00,2025-12-02,Issued
CP-2025-002470,2314 N BROAD ST,Commercial Building Permit,$0.00,2025-12-02,Issued
EP-2025-010304,3000 MASTER ST,Electrical Permit,$0.00,2025-12-02,Issued
FP-2025-001332,2001 RICHMOND ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
DP-2025-000835,317 W MOUNT PLEASANT AVE,Demolition Permit,$0.00,2025-12-02,Issued
PP-2025-015310,1626 S ISEMINGER ST,Plumbing Permit,$0.00,2025-12-02,Issued
MP-2025-004448,1005 W ORLEANS ST,Mechanical / Fuel Gas Permit,$0.00,2025-12-02,Issued
FP-2025-002344,2315 E HAZZARD ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
MP-2025-005999,3325-95 FOX ST,Mechanical / Fuel Gas Permit,$0.00,2025-12-02,Issued
GM-2025-011202,836 S 58TH ST,General Permit Minor,$0.00,2025-12-02,Issued
FP-2025-000856,2001 RICHMOND ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
FP-2025-001106,2001 RICHMOND ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
PP-2025-015424,2114 66TH AVE,Plumbing Permit,$0.00,2025-12-02,Issued
PP-2025-015257,3711 MARKET ST,Plumbing Permit,$0.00,2025-12-02,Issued
RP-2025-009214,1928 S 65TH ST,Residential Building Permit,$0.00,2025-12-02,Issued
MP-2025-006134,2223 N 59TH ST,Mechanical / Fuel Gas Permit,$0.00,2025-12-02,Issued
RP-2025-011450,3144 EUCLID AVE,Residential Building Permit,$0.00,2025-12-02,Issued
MP-2025-006000,220-60 S 33RD ST,Mechanical / Fuel Gas Permit,$0.00,2025-12-02,Issued
FP-2025-001330,2001 RICHMOND ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
RP-2025-012396,1505 WIDENER PL,Residential Building Permit,$0.00,2025-12-02,Issued
PP-2025-012861,239 S 3RD ST,Plumbing Permit,$0.00,2025-12-02,Issued
FP-2025-000858,2001 RICHMOND ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
RP-2025-012534,5825 CHESTER AVE,Residential Building Permit,$0.00,2025-12-02,Issued
DP-2025-001127,710 MANATAWNA AVE,Demolition Permit,$0.00,2025-12-02,Issued
RP-2025-011691,5717 MALVERN AVE,Residential Building Permit,$0.00,2025-12-02,Issued
PP-2025-015375,222 LAWNBROOK RD,Plumbing Permit,$0.00,2025-12-02,Issued
EP-2025-010900,1901 S 9TH ST,Electrical Permit,$0.00,2025-12-02,Issued
PP-2025-015305,6512 MUSGRAVE ST,Plumbing Permit,$0.00,2025-12-02,Issued
PP-2025-014795,1050 W ORLEANS ST,Plumbing Permit,$0.00,2025-12-02,Issued
PP-2025-015262,1237 W VENANGO ST,Plumbing Permit,$0.00,2025-12-02,Issued
SP-2025-001317,N/A,Site / Utility Permit,$0.00,2025-12-02,Issued
EP-2025-008273,1238 CALLOWHILL ST,Electrical Permit,$0.00,2025-12-02,Issued
PP-2025-015359,1251 N DOVER ST,Plumbing Permit,$0.00,2025-12-02,Issued
PP-2025-015345,6037 WHARTON ST,Plumbing Permit,$0.00,2025-12-02,Issued
DP-2025-001294,2122 W ATLANTIC ST,Demolition Permit,$0.00,2025-12-02,Issued
EP-2025-008851,2339 MUTTER ST,Electrical Permit,$0.00,2025-12-02,Issued
FP-2025-001331,2001 RICHMOND ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
PP-2025-015360,2417 MASCHER ST,Plumbing Permit,$0.00,2025-12-02,Issued
FP-2025-001108,2001 RICHMOND ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
PP-2025-011562,2943 CECIL B MOORE AVE,Plumbing Permit,$0.00,2025-12-02,Issued
EP-2025-010656,7300 TORRESDALE AVE,Electrical Permit,$0.00,2025-12-02,Issued
RP-2025-011401,1229 W SELTZER ST,Residential Building Permit,$0.00,2025-12-02,Issued
FP-2025-001437,2001 RICHMOND ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
EP-2025-011462,5624 N SYDENHAM ST,Electrical Permit,$0.00,2025-12-02,Issued
PP-2025-015276,1008 W OLNEY AVE,Plumbing Permit,$0.00,2025-12-02,Issued
MP-2025-006116,6464 ROSS ST,Mechanical / Fuel Gas Permit,$0.00,2025-12-02,Issued
EP-2025-011285,8091 ROWLAND AVE,Electrical Permit,$0.00,2025-12-02,Issued
PP-2025-015455,2000 HAINES ST,Plumbing Permit,$0.00,2025-12-02,Issued
PP-2025-015434,441 CONARROE ST,Plumbing Permit,$0.00,2025-12-02,Issued
EP-2025-010439,25 SNYDER AVE,Electrical Permit,$0.00,2025-12-02,Issued
RP-2025-012040,3445 FRANKFORD AVE,Residential Building Permit,$0.00,2025-12-02,Issued
FP-2025-002245,141 E SPRINGER ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
PP-2025-015364,6520 WINDSOR ST,Plumbing Permit,$0.00,2025-12-02,Issued
PP-2025-013533,4224-26 BALTIMORE AVE,Plumbing Permit,$0.00,2025-12-02,Issued
PP-2025-015437,441 TOMLINSON RD,Plumbing Permit,$0.00,2025-12-02,Issued
PP-2025-015381,1848 W HUNTING PARK AVE,Plumbing Permit,$0.00,2025-12-02,Issued
PP-2025-015368,4533 HEDGE ST,Plumbing Permit,$0.00,2025-12-02,Issued
CP-2024-006650,6232-50 WALNUT ST,Commercial Building Permit,$0.00,2025-12-02,Issued
CP-2025-004539,433-41 CHESTNUT ST,Commercial Building Permit,$0.00,2025-12-02,Issued
EP-2025-008278,1005 W ORLEANS ST,Electrical Permit,$0.00,2025-12-02,Issued
EP-2025-011308,1119 MARLYN RD,Electrical Permit,$0.00,2025-12-02,Issued
GM-2025-011183,2507 N CORLIES ST,General Permit Minor,$0.00,2025-12-02,Issued
MP-2025-004895,8941 BLUE GRASS RD,Mechanical / Fuel Gas Permit,$0.00,2025-12-02,Issued
PP-2025-015377,256 W NEDRO AVE,Plumbing Permit,$0.00,2025-12-02,Issued
PP-2025-015347,2433 S 16TH ST,Plumbing Permit,$0.00,2025-12-02,Issued
FP-2025-001439,2001 RICHMOND ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
FP-2025-001107,2001 RICHMOND ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
PP-2025-015373,3343 LESTER RD,Plumbing Permit,$0.00,2025-12-02,Issued
MP-2025-006117,1158 E HORTTER ST,Mechanical / Fuel Gas Permit,$0.00,2025-12-02,Issued
PP-2025-013445,1830 RITTENHOUSE SQ,Plumbing Permit,$0.00,2025-12-02,Issued
EP-2025-009547,239 S 3RD ST,Electrical Permit,$0.00,2025-12-02,Issued
CP-2025-005510,1126-36 ARCH ST,Commercial Building Permit,$0.00,2025-12-02,Issued
FP-2025-001434,2001 RICHMOND ST,Fire Suppression Permit,$0.00,2025-12-02,Issued
ZP-2025-011493,1019 WALLACE ST,Zoning Permit,$0.00,2025-12-02,Issued
ZP-2025-011494,1019 WALLACE ST,Zoning Permit,$0.00,2025-12-02,Issued
ZP-2025-008118,230 LEVERINGTON AVE,Zoning Permit,$0.00,2025-12-02,Issued
ZP-2025-012009,5837 CRITTENDEN ST,Zoning Permit,$0.00,2025-12-02,Issued
ZP-2025-011703,3035 W SUSQUEHANNA AVE,Zoning Permit,$0.00,2025-12-01,Issued
ZP-2025-011830,10800 MODENA TER,Zoning Permit,$0.00,2025-12-01,Issued
ZP-2025-010373,1523 W NORRIS ST,Zoning Permit,$0.00,2025-12-01,Issued
ZP-2025-009457,2508 BONNAFFON ST,Zoning Permit,$0.00,2025-12-01,Issued
ZP-2025-011923,1843 S BROAD ST,Zoning Permit,$0.00,2025-12-01,Issued
ZP-2025-009458,6729 LINMORE AVE,Zoning Permit,$0.00,2025-12-01,Issued
ZP-2025-010971,2101 MARKET ST,Zoning Permit,$0.00,2025-12-01,Issued
ZP-2025-011220,2932 N FAIRHILL ST,Zoning Permit,$0.00,2025-12-01,Issued
ZP-2025-011907,4946 N 5TH ST,Zoning Permit,$0.00,2025-12-01,Issued
ZP-2025-010814,2907 N 22ND ST,Zoning Permit,$0.00,2025-12-01,Issued
ZP-2025-011733,1339 N FRONT ST,Zoning Permit,$0.00,2025-12-01,Issued
ZP-2025-011432,3401 CIVIC CENTER BLVD,Zoning Permit,$0.00,2025-12-01,Issued
ZP-2025-011616,2549 N SPANGLER ST,Zoning Permit,$0.00,2025-12-01,Issued
ZP-2025-010036,933 S 3RD ST,Zoning Permit,$0.00,2025-12-01,Issued
ZP-2025-011604,2214 BORBECK AVE,Zoning Permit,$0.00,2025-12-01,Issued
ZP-2025-006847,3905 LANKENAU AVE,Zoning Permit,$0.00,2025-12-01,Issued
ZP-2025-010159,10801-75 BUSTLETON AVE,Zoning Permit,$0.00,2025-12-01,Issued
ZP-2025-011371,1228 N MYRTLEWOOD ST,Zoning Permit,$0.00,2025-12-01,Issued
CP-2025-001922,2222 N 16TH ST,Commercial Building Permit,$0.00,2025-12-01,Issued
PP-2025-015367,8920 KREWSTOWN RD,Plumbing Permit,$0.00,2025-12-01,Issued
EP-2025-011229,1501-15 CHESTNUT ST,Electrical Permit,$0.00,2025-12-01,Issued
MP-2025-005944,3523 JASPER ST,Mechanical / Fuel Gas Permit,$0.00,2025-12-01,Issued
GP-2025-010962,701 S BROAD ST,General Permit,$0.00,2025-12-01,Issued
EP-2025-011021,3801 SPRING GARDEN ST,Electrical Permit,$0.00,2025-12-01,Issued
RP-2025-012119,2619 DICKINSON ST,Residential Building Permit,$0.00,2025-12-01,Issued
FP-2025-002369,2123 N 9TH ST,Fire Suppression Permit,$0.00,2025-12-01,Issued
MP-2025-005885,3600 PINE ST,Mechanical / Fuel Gas Permit,$0.00,2025-12-01,Issued
RP-2025-010277,2529 CECIL B MOORE AVE,Residential Building Permit,$0.00,2025-12-01,Issued
EP-2025-010884,710 S 17TH ST,Electrical Permit,$0.00,2025-12-01,Issued
MP-2025-006110,2705 E COUNTRY CLUB RD,Mechanical / Fuel Gas Permit,$0.00,2025-12-01,Issued
MP-2025-006099,2113 E STELLA ST,Mechanical / Fuel Gas Permit,$0.00,2025-12-01,Issued
GP-2025-009748,1919 WALNUT ST,General Permit,$0.00,2025-12-01,Issued
GM-2025-010451,447 E WALNUT LN,General Permit Minor,$0.00,2025-12-01,Issued
FP-2025-002263,1203 GERMANTOWN AVE,Fire Suppression Permit,$0.00,2025-12-01,Issued
MP-2025-005573,6706 SPRINGBANK ST,Mechanical / Fuel Gas Permit,$0.00,2025-12-01,Issued
PP-2025-014471,1439 S 8TH ST,Plumbing Permit,$0.00,2025-12-01,Issued
EP-2025-009711,2640-48 E LEHIGH AVE,Electrical Permit,$0.00,2025-12-01,Issued
CP-2025-005533,101 S INDEPENDENCE MALL E,Commercial Building Permit,$0.00,2025-12-01,Issued
GP-2025-010164,15132 WAYSIDE RD,General Permit,$0.00,2025-12-01,Issued
MP-2025-006108,3222 N 33RD ST,Mechanical / Fuel Gas Permit,$0.00,2025-12-01,Issued
RP-2025-011534,322 GASKILL ST,Residential Building Permit,$0.00,2025-12-01,Issued
EP-2025-011299,2114 S EDGEWOOD ST,Electrical Permit,$0.00,2025-12-01,Issued
EP-2025-009886,3000 GRAYS FERRY AVE,Electrical Permit,$0.00,2025-12-01,Issued
FP-2025-002267,1818 N MARSHALL ST,Fire Suppression Permit,$0.00,2025-12-01,Issued
RP-2025-011868,8816 RIDGE AVE,Residential Building Permit,$0.00,2025-12-01,Issued
EP-2025-010410,818 S 51ST ST,Electrical Permit,$0.00,2025-12-01,Issued
EP-2025-005077,100 SNYDER AVE,Electrical Permit,$0.00,2025-12-01,Issued
EP-2025-011226,7912 WINSTON RD,Electrical Permit,$0.00,2025-12-01,Issued
GP-2025-009526,2900 ISLAND AVE,General Permit,$0.00,2025-12-01,Issued
EP-2025-010449,6706 SPRINGBANK ST,Electrical Permit,$0.00,2025-12-01,Issued
GM-2025-011111,3655 OLD YORK RD,General Permit Minor,$0.00,2025-12-01,Issued
PP-2025-015097,2622 E LEHIGH AVE,Plumbing Permit,$0.00,2025-12-01,Issued
CP-2025-005915,2725 W GIRARD AVE,Commercial Building Permit,$0.00,2025-12-01,Issued
MP-2025-005788,3600 PINE ST,Mechanical / Fuel Gas Permit,$0.00,2025-12-01,Issued
PP-2025-011230,165 CARPENTER LN,Plumbing Permit,$0.00,2025-12-01,Issued
RP-2025-010726,5014 WILLOWS AVE,Residential Building Permit,$0.00,2025-12-01,Issued
MP-2025-005929,5301 W MONTGOMERY AVE,Mechanical / Fuel Gas Permit,$0.00,2025-12-01,Issued
PP-2025-015239,413 N 38TH ST,Plumbing Permit,$0.00,2025-12-01,Issued
PP-2025-014585,613 BROOKLYN ST,Plumbing Permit,$0.00,2025-12-01,Issued
GM-2025-011144,3810 N FRANKLIN ST,General Permit Minor,$0.00,2025-12-01,Issued
EP-2025-011297,4201 TELFORD RD,Electrical Permit,$0.00,2025-12-01,Issued
MP-2025-006104,554 N WANAMAKER ST,Mechanical / Fuel Gas Permit,$0.00,2025-12-01,Issued
RP-2025-012411,2931 TURNER ST,Residential Building Permit,$0.00,2025-12-01,Issued
PP-2025-015000,69-71 N 2ND ST,Plumbing Permit,$0.00,2025-12-01,Issued
MP-2025-006121,2021 N 32ND ST,Mechanical / Fuel Gas Permit,$0.00,2025-12-01,Issued
PP-2025-014891,8100-16 E ROOSEVELT BLVD,Plumbing Permit,$0.00,2025-12-01,Issued
PP-2025-015247,614 W SEDGWICK ST,Plumbing Permit,$0.00,2025-12-01,Issued
PP-2025-015266,18 S SALFORD ST,Plumbing Permit,$0.00,2025-12-01,Issued
FP-2025-002357,2227 N CAMAC ST,Fire Suppression Permit,$0.00,2025-12-01,Issued
PP-2025-015248,2509 S LAMBERT ST,Plumbing Permit,$0.00,2025-12-01,Issued
MP-2025-006066,614 MCCLELLAN ST,Mechanical / Fuel Gas Permit,$0.00,2025-12-01,Issued
EP-2025-009531,3900-16 CASTOR AVE,Electrical Permit,$0.00,2025-12-01,Issued
EP-2025-009746,7101 TULIP ST,Electrical Permit,$0.00,2025-12-01,Issued
FP-2025-002358,2235 N CAMAC ST,Fire Suppression Permit,$0.00,2025-12-01,Issued
CP-2025-002837,7312-16 CASTOR AVE,Commercial Building Permit,$0.00,2025-12-01,Issued
EP-2025-009342,2075 E CUMBERLAND ST,Electrical Permit,$0.00,2025-12-01,Issued
GM-2025-010974,325 S FAWN ST,General Permit Minor,$0.00,2025-12-01,Issued
EP-2025-011300,1848 W HUNTING PARK AVE,Electrical Permit,$0.00,2025-12-01,Issued
PP-2025-013849,4435 N 20TH ST,Plumbing Permit,$0.00,2025-12-01,Issued
PP-2025-015195,2723 N 9TH ST,Plumbing Permit,$0.00,2025-12-01,Issued
AP-2025-008809,829 E ALLEGHENY AVE,Administrative Permit,$0.00,2025-12-01,Issued
